stage,variable,center,metric,delta,lo,hi,n_target,n_pre,finite_draw_fraction
close-to-peak,radius_re,1.375,F_ND,0.3483096047727174,0.11847176625158208,0.661701039419557,5,8,1.0
close-to-peak,radius_re,1.625,O,-0.2506433023217621,-0.46367405527829086,-0.06686493397081895,5,7,0.9906
close-to-peak,radius_re,1.625,I,-0.20151144537092036,-0.3750986690718102,0.023018070128029432,3,7,0.9906
close-to-peak,radius_re,1.625,T,-0.45215474769268216,-0.7346576056390074,-0.14841681080139102,5,7,0.9906
close-to-peak,radius_re,1.625,F_SF,-0.2506433023217621,-0.46367405527829086,-0.06686493397081895,5,7,0.9906
close-to-peak,radius_re,1.625,F_NSF,-0.1667099382566657,-0.43350707831583385,0.06034425867838083,5,7,1.0
close-to-peak,radius_re,1.625,I_NSF,-0.49440448471375475,-0.7170931466835392,-0.2988319434938566,5,6,1.0
close-to-peak,radius_re,1.625,J_NSF,-0.5424552906083804,-1.133385071260735,-0.09387884534201792,5,7,1.0
close-to-peak,radius_re,1.625,HA6562,-0.3912046427451017,-0.5693378531929415,-0.224945645792063,4,6,0.9999
close-to-peak,radius_re,1.625,HB4861,-0.39049391845759374,-0.5677817596232331,-0.22459534274755213,4,6,0.9999
close-to-peak,radius_re,1.625,OIII5006,-0.33557461492879526,-0.467089831639324,-0.18132546395812113,4,6,0.9999
close-to-peak,radius_re,1.625,NII6583,-0.22397616698530953,-0.4336361434329794,-0.03940021228842738,4,6,0.9999
close-to-peak,radius_re,1.625,SII_SUM,-0.31813972440941996,-0.45642419755656677,-0.18365282106946326,4,6,0.9999
close-to-peak,radius_re,1.625,F_ND,0.2667311957360837,0.06990472139397602,0.5347581911123896,5,7,1.0
close-to-peak,radius_re,1.875,O,-0.25181272942372357,-0.5378285932356508,-0.022526051668336756,5,6,0.9902
close-to-peak,radius_re,1.875,I,-0.30437226138995155,-0.6222669329203574,0.2605542412757286,3,5,0.9902
close-to-peak,radius_re,1.875,T,-0.5561849908136756,-1.0516920586717196,0.1670465151781198,5,6,0.9902
close-to-peak,radius_re,1.875,F_SF,-0.25181272942372357,-0.5378285932356508,-0.022526051668336756,5,6,0.9902
close-to-peak,radius_re,1.875,F_NSF,-0.479659201762652,-0.8335247058275461,-0.1839810482119919,5,6,0.9969
close-to-peak,radius_re,1.875,I_NSF,-0.5553008799163948,-0.8291075371037593,-0.3158305419476335,5,4,0.9969
close-to-peak,radius_re,1.875,J_NSF,-0.7992797861317484,-1.5513629599128866,-0.264273985503873,5,6,0.9969
close-to-peak,radius_re,1.875,HA6562,-0.33465519503776875,-0.571268563257853,-0.1455901390103307,3,4,0.9879
