log_Sigma_M,log_Sigma_SFR,O_H,Delta_log_Sigma_SFR,Delta_O_H
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
7.68625478987318,-3.575152421697938,8.66522341818183,-1.052666796745541,0.12444375677882924
