stage,variable,bin_left,bin_right,center,category,line,N_gal_support,mean_line_surface,in_fixed_reliable_range
pre-peak,log_sigma_star,10.5,10.75,10.625,SF,HA6562,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,SF,OIII5006,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,SF,NII6583,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,SF,HB4861,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,NSF,HA6562,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,NSF,OIII5006,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,NSF,NII6583,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,NSF,SII_SUM,0,,False
pre-peak,log_sigma_star,10.5,10.75,10.625,NSF,HB4861,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,SF,HA6562,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,SF,OIII5006,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,SF,NII6583,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,SF,HB4861,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,NSF,HA6562,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,NSF,OIII5006,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,NSF,NII6583,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,NSF,SII_SUM,0,,False
pre-peak,log_sigma_star,10.75,11.0,10.875,NSF,HB4861,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,SF,HA6562,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,SF,OIII5006,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,SF,NII6583,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,SF,SII_SUM,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,SF,HB4861,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,NSF,HA6562,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,NSF,OIII5006,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,NSF,NII6583,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,NSF,SII_SUM,0,,False
pre-peak,log_sigma_star,11.0,11.25,11.125,NSF,HB4861,0,,False
pre-peak,radius_re,0.0,0.25,0.125,SF,HA6562,8,4.637287763693065e+40,True
pre-peak,radius_re,0.0,0.25,0.125,SF,OIII5006,8,1.5317156781390699e+40,True
pre-peak,radius_re,0.0,0.25,0.125,SF,NII6583,8,1.02797208436328e+40,True
pre-peak,radius_re,0.0,0.25,0.125,SF,SII_SUM,8,8.916216160553409e+39,True
pre-peak,radius_re,0.0,0.25,0.125,SF,HB4861,8,1.621429288004566e+40,True
pre-peak,radius_re,0.0,0.25,0.125,NSF,HA6562,8,4.476911600417894e+40,True
pre-peak,radius_re,0.0,0.25,0.125,NSF,OIII5006,8,1.6719397425570904e+40,True
pre-peak,radius_re,0.0,0.25,0.125,NSF,NII6583,8,1.0629292258265908e+40,True
pre-peak,radius_re,0.0,0.25,0.125,NSF,SII_SUM,8,8.73551967768098e+39,True
pre-peak,radius_re,0.0,0.25,0.125,NSF,HB4861,8,1.565369282589658e+40,True
pre-peak,radius_re,0.25,0.5,0.375,SF,HA6562,8,1.4228634161208609e+40,True
pre-peak,radius_re,0.25,0.5,0.375,SF,OIII5006,8,3.433307324924828e+39,True
pre-peak,radius_re,0.25,0.5,0.375,SF,NII6583,8,3.199870603712415e+39,True
pre-peak,radius_re,0.25,0.5,0.375,SF,SII_SUM,8,3.424304182573694e+39,True
pre-peak,radius_re,0.25,0.5,0.375,SF,HB4861,8,4.9750469095134925e+39,True
pre-peak,radius_re,0.25,0.5,0.375,NSF,HA6562,8,1.0195157164255144e+40,True
pre-peak,radius_re,0.25,0.5,0.375,NSF,OIII5006,8,3.3094295247380754e+39,True
pre-peak,radius_re,0.25,0.5,0.375,NSF,NII6583,8,2.474265523217658e+39,True
pre-peak,radius_re,0.25,0.5,0.375,NSF,SII_SUM,8,2.9214949446787656e+39,True
pre-peak,radius_re,0.25,0.5,0.375,NSF,HB4861,8,3.564883499993311e+39,True
pre-peak,radius_re,0.5,0.75,0.625,SF,HA6562,8,1.3386825935252407e+40,True
pre-peak,radius_re,0.5,0.75,0.625,SF,OIII5006,8,4.3457319187451966e+39,True
pre-peak,radius_re,0.5,0.75,0.625,SF,NII6583,8,2.924555763847594e+39,True
pre-peak,radius_re,0.5,0.75,0.625,SF,SII_SUM,8,2.9620020316871116e+39,True
pre-peak,radius_re,0.5,0.75,0.625,SF,HB4861,8,4.680708368969367e+39,True
pre-peak,radius_re,0.5,0.75,0.625,NSF,HA6562,8,3.732987884358003e+39,True
pre-peak,radius_re,0.5,0.75,0.625,NSF,OIII5006,8,1.1943743653809438e+39,True
pre-peak,radius_re,0.5,0.75,0.625,NSF,NII6583,8,1.052928786450642e+39,True
pre-peak,radius_re,0.5,0.75,0.625,NSF,SII_SUM,8,1.3298209741286054e+39,True
pre-peak,radius_re,0.5,0.75,0.625,NSF,HB4861,8,1.305301270761726e+39,True
pre-peak,radius_re,0.75,1.0,0.875,SF,HA6562,8,6.711493090153884e+39,True
pre-peak,radius_re,0.75,1.0,0.875,SF,OIII5006,8,1.3600667489865373e+39,True
pre-peak,radius_re,0.75,1.0,0.875,SF,NII6583,8,1.8001959199060798e+39,True
pre-peak,radius_re,0.75,1.0,0.875,SF,SII_SUM,8,1.7390561440322583e+39,True
pre-peak,radius_re,0.75,1.0,0.875,SF,HB4861,8,2.3466762856137265e+39,True
pre-peak,radius_re,0.75,1.0,0.875,NSF,HA6562,8,1.44016815630403e+39,True
pre-peak,radius_re,0.75,1.0,0.875,NSF,OIII5006,8,4.338035616749518e+38,True
pre-peak,radius_re,0.75,1.0,0.875,NSF,NII6583,8,5.119047677988087e+38,True
pre-peak,radius_re,0.75,1.0,0.875,NSF,SII_SUM,8,6.368364387681011e+38,True
pre-peak,radius_re,0.75,1.0,0.875,NSF,HB4861,8,5.035967414385077e+38,True
pre-peak,radius_re,1.0,1.25,1.125,SF,HA6562,8,5.048011971782851e+39,True
pre-peak,radius_re,1.0,1.25,1.125,SF,OIII5006,8,8.693586193888003e+38,True
pre-peak,radius_re,1.0,1.25,1.125,SF,NII6583,8,1.4468901196610435e+39,True
pre-peak,radius_re,1.0,1.25,1.125,SF,SII_SUM,8,1.403986023619522e+39,True
pre-peak,radius_re,1.0,1.25,1.125,SF,HB4861,8,1.765039664163544e+39,True
pre-peak,radius_re,1.0,1.25,1.125,NSF,HA6562,8,9.640333991226102e+38,True
pre-peak,radius_re,1.0,1.25,1.125,NSF,OIII5006,8,2.799952653475927e+38,True
pre-peak,radius_re,1.0,1.25,1.125,NSF,NII6583,8,3.687545786678475e+38,True
pre-peak,radius_re,1.0,1.25,1.125,NSF,SII_SUM,8,4.425720678459324e+38,True
pre-peak,radius_re,1.0,1.25,1.125,NSF,HB4861,8,3.3709417064157073e+38,True
pre-peak,radius_re,1.25,1.5,1.375,SF,HA6562,8,3.746001880221697e+39,True
pre-peak,radius_re,1.25,1.5,1.375,SF,OIII5006,8,5.9172157908771376e+38,True
pre-peak,radius_re,1.25,1.5,1.375,SF,NII6583,8,1.0922298118038633e+39,True
pre-peak,radius_re,1.25,1.5,1.375,SF,SII_SUM,8,1.0841372097397278e+39,True
pre-peak,radius_re,1.25,1.5,1.375,SF,HB4861,8,1.3097914255108324e+39,True
pre-peak,radius_re,1.25,1.5,1.375,NSF,HA6562,8,9.021829453026338e+38,True
pre-peak,radius_re,1.25,1.5,1.375,NSF,OIII5006,8,2.321354906096439e+38,True
pre-peak,radius_re,1.25,1.5,1.375,NSF,NII6583,8,3.4336052528589314e+38,True
pre-peak,radius_re,1.25,1.5,1.375,NSF,SII_SUM,8,3.955790978752611e+38,True
pre-peak,radius_re,1.25,1.5,1.375,NSF,HB4861,8,3.1545860409108634e+38,True
pre-peak,radius_re,1.5,1.75,1.625,SF,HA6562,7,2.320268057195724e+39,True
pre-peak,radius_re,1.5,1.75,1.625,SF,OIII5006,7,3.472756089018959e+38,True
pre-peak,radius_re,1.5,1.75,1.625,SF,NII6583,7,7.096345585169208e+38,True
pre-peak,radius_re,1.5,1.75,1.625,SF,SII_SUM,7,7.156271286049963e+38,True
pre-peak,radius_re,1.5,1.75,1.625,SF,HB4861,7,8.11282828929068e+38,True
pre-peak,radius_re,1.5,1.75,1.625,NSF,HA6562,6,5.630328763371533e+38,True
pre-peak,radius_re,1.5,1.75,1.625,NSF,OIII5006,6,1.6261095306080785e+38,True
pre-peak,radius_re,1.5,1.75,1.625,NSF,NII6583,6,2.0897875948567226e+38,True
pre-peak,radius_re,1.5,1.75,1.625,NSF,SII_SUM,6,2.6620741796592403e+38,True
pre-peak,radius_re,1.5,1.75,1.625,NSF,HB4861,6,1.9690696183735253e+38,True
pre-peak,radius_re,1.75,2.0,1.875,SF,HA6562,4,2.2147963541670172e+39,True
pre-peak,radius_re,1.75,2.0,1.875,SF,OIII5006,4,3.1735861240770912e+38,True
pre-peak,radius_re,1.75,2.0,1.875,SF,NII6583,4,6.621368995785981e+38,True
pre-peak,radius_re,1.75,2.0,1.875,SF,SII_SUM,4,6.057478312848781e+38,True
pre-peak,radius_re,1.75,2.0,1.875,SF,HB4861,4,7.744049434077101e+38,True
pre-peak,radius_re,1.75,2.0,1.875,NSF,HA6562,4,4.342636615191711e+38,True
pre-peak,radius_re,1.75,2.0,1.875,NSF,OIII5006,4,1.552508954271369e+38,True
pre-peak,radius_re,1.75,2.0,1.875,NSF,NII6583,4,1.6161197869628323e+38,True
pre-peak,radius_re,1.75,2.0,1.875,NSF,SII_SUM,4,2.325052486034984e+38,True
pre-peak,radius_re,1.75,2.0,1.875,NSF,HB4861,4,1.5184060500836417e+38,True
pre-peak,radius_re,2.0,2.25,2.125,SF,HA6562,3,1.762169521565425e+39,True
pre-peak,radius_re,2.0,2.25,2.125,SF,OIII5006,3,4.7895909426743316e+38,True
pre-peak,radius_re,2.0,2.25,2.125,SF,NII6583,3,4.5669346920109185e+38,True
pre-peak,radius_re,2.0,2.25,2.125,SF,SII_SUM,3,5.157218094128439e+38,True
pre-peak,radius_re,2.0,2.25,2.125,SF,HB4861,3,6.1614341642310906e+38,True
pre-peak,radius_re,2.0,2.25,2.125,NSF,HA6562,4,5.348987511199511e+38,True
pre-peak,radius_re,2.0,2.25,2.125,NSF,OIII5006,4,1.3769854523022898e+38,True
pre-peak,radius_re,2.0,2.25,2.125,NSF,NII6583,4,1.9194170698228057e+38,True
pre-peak,radius_re,2.0,2.25,2.125,NSF,SII_SUM,4,2.3921775216430105e+38,True
pre-peak,radius_re,2.0,2.25,2.125,NSF,HB4861,4,1.8704350485604125e+38,True
pre-peak,radius_re,2.25,2.5,2.375,SF,HA6562,3,2.1685013353573028e+39,True
pre-peak,radius_re,2.25,2.5,2.375,SF,OIII5006,3,4.547137829548611e+38,True
pre-peak,radius_re,2.25,2.5,2.375,SF,NII6583,3,6.132809082517781e+38,True
pre-peak,radius_re,2.25,2.5,2.375,SF,SII_SUM,3,6.175681399951474e+38,True
pre-peak,radius_re,2.25,2.5,2.375,SF,HB4861,3,7.582176662650061e+38,True
pre-peak,radius_re,2.25,2.5,2.375,NSF,HA6562,2,5.257686504600409e+38,True
pre-peak,radius_re,2.25,2.5,2.375,NSF,OIII5006,2,1.436666185246649e+38,True
pre-peak,radius_re,2.25,2.5,2.375,NSF,NII6583,2,1.823860747748066e+38,True
pre-peak,radius_re,2.25,2.5,2.375,NSF,SII_SUM,2,2.386314802768545e+38,True
pre-peak,radius_re,2.25,2.5,2.375,NSF,HB4861,2,1.8392294012390643e+38,True
pre-peak,radius_re,2.5,2.75,2.625,SF,HA6562,2,3.1150114971967615e+39,False
pre-peak,radius_re,2.5,2.75,2.625,SF,OIII5006,2,5.7240957886074656e+38,False
pre-peak,radius_re,2.5,2.75,2.625,SF,NII6583,2,9.216188424307416e+38,False
pre-peak,radius_re,2.5,2.75,2.625,SF,SII_SUM,2,8.55626651822518e+38,False
pre-peak,radius_re,2.5,2.75,2.625,SF,HB4861,2,1.0891648591597056e+39,False
pre-peak,radius_re,2.5,2.75,2.625,NSF,HA6562,2,5.00972079606186e+38,False
pre-peak,radius_re,2.5,2.75,2.625,NSF,OIII5006,2,1.1049787712473812e+38,False
pre-peak,radius_re,2.5,2.75,2.625,NSF,NII6583,2,1.673565692227093e+38,False
pre-peak,radius_re,2.5,2.75,2.625,NSF,SII_SUM,2,2.217941685210696e+38,False
pre-peak,radius_re,2.5,2.75,2.625,NSF,HB4861,2,1.752206207332241e+38,False
pre-peak,radius_re,2.75,3.0,2.875,SF,HA6562,1,2.5593617493682016e+39,False
pre-peak,radius_re,2.75,3.0,2.875,SF,OIII5006,1,4.1816608649597324e+38,False
pre-peak,radius_re,2.75,3.0,2.875,SF,NII6583,1,8.294028087875418e+38,False
pre-peak,radius_re,2.75,3.0,2.875,SF,SII_SUM,1,8.21736294860596e+38,False
pre-peak,radius_re,2.75,3.0,2.875,SF,HB4861,1,8.94881730548321e+38,False
pre-peak,radius_re,2.75,3.0,2.875,NSF,HA6562,2,4.235526731042165e+38,False
pre-peak,radius_re,2.75,3.0,2.875,NSF,OIII5006,2,8.006692884002865e+37,False
pre-peak,radius_re,2.75,3.0,2.875,NSF,NII6583,2,1.4459195183569292e+38,False
pre-peak,radius_re,2.75,3.0,2.875,NSF,SII_SUM,2,1.9714893232647853e+38,False
pre-peak,radius_re,2.75,3.0,2.875,NSF,HB4861,2,1.4821487243606657e+38,False
pre-peak,radius_re,3.0,3.25,3.125,SF,HA6562,1,1.5840477838977284e+39,False
pre-peak,radius_re,3.0,3.25,3.125,SF,OIII5006,1,3.0315247330476582e+38,False
pre-peak,radius_re,3.0,3.25,3.125,SF,NII6583,1,5.147428691998384e+38,False
pre-peak,radius_re,3.0,3.25,3.125,SF,SII_SUM,1,5.6257722471980556e+38,False
pre-peak,radius_re,3.0,3.25,3.125,SF,HB4861,1,5.538628615027015e+38,False
pre-peak,radius_re,3.0,3.25,3.125,NSF,HA6562,1,5.639217011150654e+38,False
pre-peak,radius_re,3.0,3.25,3.125,NSF,OIII5006,1,2.159426865236102e+38,False
pre-peak,radius_re,3.0,3.25,3.125,NSF,NII6583,1,2.499236224630117e+38,False
pre-peak,radius_re,3.0,3.25,3.125,NSF,SII_SUM,1,2.8865792089655633e+38,False
pre-peak,radius_re,3.0,3.25,3.125,NSF,HB4861,1,1.971754199703023e+38,False
pre-peak,radius_re,3.25,3.5,3.375,SF,HA6562,1,6.208268652329582e+38,False
pre-peak,radius_re,3.25,3.5,3.375,SF,OIII5006,1,1.2295543337105915e+38,False
pre-peak,radius_re,3.25,3.5,3.375,SF,NII6583,1,2.037182430165338e+38,False
pre-peak,radius_re,3.25,3.5,3.375,SF,SII_SUM,1,2.285885120012173e+38,False
pre-peak,radius_re,3.25,3.5,3.375,SF,HB4861,1,2.1707233050103413e+38,False
pre-peak,radius_re,3.25,3.5,3.375,NSF,HA6562,0,,False
pre-peak,radius_re,3.25,3.5,3.375,NSF,OIII5006,0,,False
pre-peak,radius_re,3.25,3.5,3.375,NSF,NII6583,0,,False
pre-peak,radius_re,3.25,3.5,3.375,NSF,SII_SUM,0,,False
pre-peak,radius_re,3.25,3.5,3.375,NSF,HB4861,0,,False
pre-peak,radius_re,3.5,3.75,3.625,SF,HA6562,0,,False
pre-peak,radius_re,3.5,3.75,3.625,SF,OIII5006,0,,False
pre-peak,radius_re,3.5,3.75,3.625,SF,NII6583,0,,False
pre-peak,radius_re,3.5,3.75,3.625,SF,SII_SUM,0,,False
pre-peak,radius_re,3.5,3.75,3.625,SF,HB4861,0,,False
pre-peak,radius_re,3.5,3.75,3.625,NSF,HA6562,0,,False
pre-peak,radius_re,3.5,3.75,3.625,NSF,OIII5006,0,,False
pre-peak,radius_re,3.5,3.75,3.625,NSF,NII6583,0,,False
pre-peak,radius_re,3.5,3.75,3.625,NSF,SII_SUM,0,,False
pre-peak,radius_re,3.5,3.75,3.625,NSF,HB4861,0,,False
pre-peak,radius_re,3.75,4.0,3.875,SF,HA6562,0,,False
pre-peak,radius_re,3.75,4.0,3.875,SF,OIII5006,0,,False
pre-peak,radius_re,3.75,4.0,3.875,SF,NII6583,0,,False
pre-peak,radius_re,3.75,4.0,3.875,SF,SII_SUM,0,,False
pre-peak,radius_re,3.75,4.0,3.875,SF,HB4861,0,,False
pre-peak,radius_re,3.75,4.0,3.875,NSF,HA6562,0,,False
pre-peak,radius_re,3.75,4.0,3.875,NSF,OIII5006,0,,False
pre-peak,radius_re,3.75,4.0,3.875,NSF,NII6583,0,,False
pre-peak,radius_re,3.75,4.0,3.875,NSF,SII_SUM,0,,False
pre-peak,radius_re,3.75,4.0,3.875,NSF,HB4861,0,,False
pre-peak,radius_re,4.0,4.25,4.125,SF,HA6562,0,,False
pre-peak,radius_re,4.0,4.25,4.125,SF,OIII5006,0,,False
pre-peak,radius_re,4.0,4.25,4.125,SF,NII6583,0,,False
pre-peak,radius_re,4.0,4.25,4.125,SF,SII_SUM,0,,False
pre-peak,radius_re,4.0,4.25,4.125,SF,HB4861,0,,False
pre-peak,radius_re,4.0,4.25,4.125,NSF,HA6562,0,,False
pre-peak,radius_re,4.0,4.25,4.125,NSF,OIII5006,0,,False
pre-peak,radius_re,4.0,4.25,4.125,NSF,NII6583,0,,False
pre-peak,radius_re,4.0,4.25,4.125,NSF,SII_SUM,0,,False
pre-peak,radius_re,4.0,4.25,4.125,NSF,HB4861,0,,False
pre-peak,radius_re,4.25,4.5,4.375,SF,HA6562,0,,False
pre-peak,radius_re,4.25,4.5,4.375,SF,OIII5006,0,,False
pre-peak,radius_re,4.25,4.5,4.375,SF,NII6583,0,,False
pre-peak,radius_re,4.25,4.5,4.375,SF,SII_SUM,0,,False
pre-peak,radius_re,4.25,4.5,4.375,SF,HB4861,0,,False
pre-peak,radius_re,4.25,4.5,4.375,NSF,HA6562,0,,False
pre-peak,radius_re,4.25,4.5,4.375,NSF,OIII5006,0,,False
pre-peak,radius_re,4.25,4.5,4.375,NSF,NII6583,0,,False
pre-peak,radius_re,4.25,4.5,4.375,NSF,SII_SUM,0,,False
pre-peak,radius_re,4.25,4.5,4.375,NSF,HB4861,0,,False
pre-peak,radius_re,4.5,4.75,4.625,SF,HA6562,0,,False
pre-peak,radius_re,4.5,4.75,4.625,SF,OIII5006,0,,False
pre-peak,radius_re,4.5,4.75,4.625,SF,NII6583,0,,False
pre-peak,radius_re,4.5,4.75,4.625,SF,SII_SUM,0,,False
pre-peak,radius_re,4.5,4.75,4.625,SF,HB4861,0,,False
pre-peak,radius_re,4.5,4.75,4.625,NSF,HA6562,0,,False
pre-peak,radius_re,4.5,4.75,4.625,NSF,OIII5006,0,,False
pre-peak,radius_re,4.5,4.75,4.625,NSF,NII6583,0,,False
pre-peak,radius_re,4.5,4.75,4.625,NSF,SII_SUM,0,,False
pre-peak,radius_re,4.5,4.75,4.625,NSF,HB4861,0,,False
pre-peak,radius_re,4.75,5.0,4.875,SF,HA6562,0,,False
pre-peak,radius_re,4.75,5.0,4.875,SF,OIII5006,0,,False
pre-peak,radius_re,4.75,5.0,4.875,SF,NII6583,0,,False
pre-peak,radius_re,4.75,5.0,4.875,SF,SII_SUM,0,,False
pre-peak,radius_re,4.75,5.0,4.875,SF,HB4861,0,,False
pre-peak,radius_re,4.75,5.0,4.875,NSF,HA6562,0,,False
pre-peak,radius_re,4.75,5.0,4.875,NSF,OIII5006,0,,False
pre-peak,radius_re,4.75,5.0,4.875,NSF,NII6583,0,,False
pre-peak,radius_re,4.75,5.0,4.875,NSF,SII_SUM,0,,False
pre-peak,radius_re,4.75,5.0,4.875,NSF,HB4861,0,,False
pre-peak,radius_re,5.0,5.25,5.125,SF,HA6562,0,,False
pre-peak,radius_re,5.0,5.25,5.125,SF,OIII5006,0,,False
pre-peak,radius_re,5.0,5.25,5.125,SF,NII6583,0,,False
pre-peak,radius_re,5.0,5.25,5.125,SF,SII_SUM,0,,False
pre-peak,radius_re,5.0,5.25,5.125,SF,HB4861,0,,False
pre-peak,radius_re,5.0,5.25,5.125,NSF,HA6562,0,,False
pre-peak,radius_re,5.0,5.25,5.125,NSF,OIII5006,0,,False
pre-peak,radius_re,5.0,5.25,5.125,NSF,NII6583,0,,False
pre-peak,radius_re,5.0,5.25,5.125,NSF,SII_SUM,0,,False
pre-peak,radius_re,5.0,5.25,5.125,NSF,HB4861,0,,False
pre-peak,radius_re,5.25,5.5,5.375,SF,HA6562,0,,False
pre-peak,radius_re,5.25,5.5,5.375,SF,OIII5006,0,,False
pre-peak,radius_re,5.25,5.5,5.375,SF,NII6583,0,,False
pre-peak,radius_re,5.25,5.5,5.375,SF,SII_SUM,0,,False
pre-peak,radius_re,5.25,5.5,5.375,SF,HB4861,0,,False
pre-peak,radius_re,5.25,5.5,5.375,NSF,HA6562,0,,False
pre-peak,radius_re,5.25,5.5,5.375,NSF,OIII5006,0,,False
pre-peak,radius_re,5.25,5.5,5.375,NSF,NII6583,0,,False
pre-peak,radius_re,5.25,5.5,5.375,NSF,SII_SUM,0,,False
pre-peak,radius_re,5.25,5.5,5.375,NSF,HB4861,0,,False
pre-peak,radius_re,5.5,5.75,5.625,SF,HA6562,0,,False
pre-peak,radius_re,5.5,5.75,5.625,SF,OIII5006,0,,False
pre-peak,radius_re,5.5,5.75,5.625,SF,NII6583,0,,False
pre-peak,radius_re,5.5,5.75,5.625,SF,SII_SUM,0,,False
pre-peak,radius_re,5.5,5.75,5.625,SF,HB4861,0,,False
pre-peak,radius_re,5.5,5.75,5.625,NSF,HA6562,0,,False
pre-peak,radius_re,5.5,5.75,5.625,NSF,OIII5006,0,,False
pre-peak,radius_re,5.5,5.75,5.625,NSF,NII6583,0,,False
pre-peak,radius_re,5.5,5.75,5.625,NSF,SII_SUM,0,,False
pre-peak,radius_re,5.5,5.75,5.625,NSF,HB4861,0,,False
pre-peak,radius_re,5.75,6.0,5.875,SF,HA6562,0,,False
pre-peak,radius_re,5.75,6.0,5.875,SF,OIII5006,0,,False
pre-peak,radius_re,5.75,6.0,5.875,SF,NII6583,0,,False
pre-peak,radius_re,5.75,6.0,5.875,SF,SII_SUM,0,,False
pre-peak,radius_re,5.75,6.0,5.875,SF,HB4861,0,,False
pre-peak,radius_re,5.75,6.0,5.875,NSF,HA6562,0,,False
pre-peak,radius_re,5.75,6.0,5.875,NSF,OIII5006,0,,False
pre-peak,radius_re,5.75,6.0,5.875,NSF,NII6583,0,,False
pre-peak,radius_re,5.75,6.0,5.875,NSF,SII_SUM,0,,False
pre-peak,radius_re,5.75,6.0,5.875,NSF,HB4861,0,,False
pre-peak,radius_re,6.0,6.25,6.125,SF,HA6562,0,,False
pre-peak,radius_re,6.0,6.25,6.125,SF,OIII5006,0,,False
pre-peak,radius_re,6.0,6.25,6.125,SF,NII6583,0,,False
pre-peak,radius_re,6.0,6.25,6.125,SF,SII_SUM,0,,False
pre-peak,radius_re,6.0,6.25,6.125,SF,HB4861,0,,False
pre-peak,radius_re,6.0,6.25,6.125,NSF,HA6562,0,,False
pre-peak,radius_re,6.0,6.25,6.125,NSF,OIII5006,0,,False
pre-peak,radius_re,6.0,6.25,6.125,NSF,NII6583,0,,False
pre-peak,radius_re,6.0,6.25,6.125,NSF,SII_SUM,0,,False
pre-peak,radius_re,6.0,6.25,6.125,NSF,HB4861,0,,False
pre-peak,radius_re,6.25,6.5,6.375,SF,HA6562,0,,False
pre-peak,radius_re,6.25,6.5,6.375,SF,OIII5006,0,,False
pre-peak,radius_re,6.25,6.5,6.375,SF,NII6583,0,,False
pre-peak,radius_re,6.25,6.5,6.375,SF,SII_SUM,0,,False
pre-peak,radius_re,6.25,6.5,6.375,SF,HB4861,0,,False
pre-peak,radius_re,6.25,6.5,6.375,NSF,HA6562,0,,False
pre-peak,radius_re,6.25,6.5,6.375,NSF,OIII5006,0,,False
pre-peak,radius_re,6.25,6.5,6.375,NSF,NII6583,0,,False
pre-peak,radius_re,6.25,6.5,6.375,NSF,SII_SUM,0,,False
pre-peak,radius_re,6.25,6.5,6.375,NSF,HB4861,0,,False
pre-peak,radius_re,6.5,6.75,6.625,SF,HA6562,0,,False
pre-peak,radius_re,6.5,6.75,6.625,SF,OIII5006,0,,False
pre-peak,radius_re,6.5,6.75,6.625,SF,NII6583,0,,False
pre-peak,radius_re,6.5,6.75,6.625,SF,SII_SUM,0,,False
pre-peak,radius_re,6.5,6.75,6.625,SF,HB4861,0,,False
pre-peak,radius_re,6.5,6.75,6.625,NSF,HA6562,0,,False
pre-peak,radius_re,6.5,6.75,6.625,NSF,OIII5006,0,,False
pre-peak,radius_re,6.5,6.75,6.625,NSF,NII6583,0,,False
pre-peak,radius_re,6.5,6.75,6.625,NSF,SII_SUM,0,,False
pre-peak,radius_re,6.5,6.75,6.625,NSF,HB4861,0,,False
pre-peak,radius_re,6.75,7.0,6.875,SF,HA6562,0,,False
pre-peak,radius_re,6.75,7.0,6.875,SF,OIII5006,0,,False
pre-peak,radius_re,6.75,7.0,6.875,SF,NII6583,0,,False
pre-peak,radius_re,6.75,7.0,6.875,SF,SII_SUM,0,,False
pre-peak,radius_re,6.75,7.0,6.875,SF,HB4861,0,,False
pre-peak,radius_re,6.75,7.0,6.875,NSF,HA6562,0,,False
pre-peak,radius_re,6.75,7.0,6.875,NSF,OIII5006,0,,False
pre-peak,radius_re,6.75,7.0,6.875,NSF,NII6583,0,,False
pre-peak,radius_re,6.75,7.0,6.875,NSF,SII_SUM,0,,False
pre-peak,radius_re,6.75,7.0,6.875,NSF,HB4861,0,,False
pre-peak,radius_re,7.0,7.25,7.125,SF,HA6562,0,,False
pre-peak,radius_re,7.0,7.25,7.125,SF,OIII5006,0,,False
pre-peak,radius_re,7.0,7.25,7.125,SF,NII6583,0,,False
pre-peak,radius_re,7.0,7.25,7.125,SF,SII_SUM,0,,False
pre-peak,radius_re,7.0,7.25,7.125,SF,HB4861,0,,False
pre-peak,radius_re,7.0,7.25,7.125,NSF,HA6562,0,,False
pre-peak,radius_re,7.0,7.25,7.125,NSF,OIII5006,0,,False
pre-peak,radius_re,7.0,7.25,7.125,NSF,NII6583,0,,False
pre-peak,radius_re,7.0,7.25,7.125,NSF,SII_SUM,0,,False
pre-peak,radius_re,7.0,7.25,7.125,NSF,HB4861,0,,False
pre-peak,radius_re,7.25,7.5,7.375,SF,HA6562,0,,False
pre-peak,radius_re,7.25,7.5,7.375,SF,OIII5006,0,,False
pre-peak,radius_re,7.25,7.5,7.375,SF,NII6583,0,,False
pre-peak,radius_re,7.25,7.5,7.375,SF,SII_SUM,0,,False
pre-peak,radius_re,7.25,7.5,7.375,SF,HB4861,0,,False
pre-peak,radius_re,7.25,7.5,7.375,NSF,HA6562,0,,False
pre-peak,radius_re,7.25,7.5,7.375,NSF,OIII5006,0,,False
pre-peak,radius_re,7.25,7.5,7.375,NSF,NII6583,0,,False
pre-peak,radius_re,7.25,7.5,7.375,NSF,SII_SUM,0,,False
pre-peak,radius_re,7.25,7.5,7.375,NSF,HB4861,0,,False
pre-peak,radius_re,7.5,7.75,7.625,SF,HA6562,0,,False
pre-peak,radius_re,7.5,7.75,7.625,SF,OIII5006,0,,False
pre-peak,radius_re,7.5,7.75,7.625,SF,NII6583,0,,False
pre-peak,radius_re,7.5,7.75,7.625,SF,SII_SUM,0,,False
pre-peak,radius_re,7.5,7.75,7.625,SF,HB4861,0,,False
